id,key,value,type 
3404417118,city,Louisville,addr
3404417118,housenumber,116,addr
3404417118,postcode,40205,addr
3404417118,state,KY,addr
3404417118,street,Gardiner Lake Road,addr
3404417119,city,Louisville,addr
3404417119,housenumber,117,addr
3404417119,postcode,40205,addr
3404417119,state,KY,addr
3404417119,street,Gardiner Lake Road,addr
3404417120,city,Louisville,addr
3404417120,housenumber,118,addr
3404417120,postcode,40205,addr
3404417120,state,KY,addr
3404417120,street,Gardiner Lake Road,addr
3404417121,city,Louisville,addr
3404417121,housenumber,119,addr
3404417121,postcode,40205,addr
3404417121,state,KY,addr
3404417121,street,Gardiner Lake Road,addr
3404417122,city,Louisville,addr
3404417122,housenumber,12,addr
3404417122,postcode,40205,addr
3404417122,state,KY,addr
3404417122,street,Gardiner Court,addr
3404417123,city,Louisville,addr
3404417123,housenumber,120,addr
3404417123,postcode,40205,addr
3404417123,state,KY,addr
3404417123,street,Gardiner Lake Road,addr
3404417124,city,Louisville,addr
3404417124,housenumber,121,addr
3404417124,postcode,40205,addr
3404417124,state,KY,addr
3404417124,street,Gardiner Lake Road,addr
3404417125,city,Louisville,addr
3404417125,housenumber,123,addr
3404417125,postcode,40205,addr
3404417125,state,KY,addr
3404417125,street,Gardiner Lake Road,addr
3404417126,city,Louisville,addr
3404417126,housenumber,128,addr
3404417126,postcode,40205,addr
3404417126,state,KY,addr
3404417126,street,Gardiner Lake Road,addr
3404417127,city,Louisville,addr
3404417127,housenumber,129,addr
3404417127,postcode,40205,addr
3404417127,state,KY,addr
3404417127,street,Gardiner Lake Road,addr
3404417128,city,Louisville,addr
3404417128,housenumber,13,addr
3404417128,postcode,40205,addr
3404417128,state,KY,addr
3404417128,street,Gardiner Court,addr
3404417129,city,Louisville,addr
3404417129,housenumber,130,addr
3404417129,postcode,40205,addr
3404417129,state,KY,addr
3404417129,street,Gardiner Lake Road,addr
3404417130,city,Louisville,addr
3404417130,housenumber,131,addr
3404417130,postcode,40205,addr
3404417130,state,KY,addr
3404417130,street,Gardiner Lake Road,addr
3404417131,city,Louisville,addr
3404417131,housenumber,132,addr
3404417131,postcode,40205,addr
3404417131,state,KY,addr
3404417131,street,Gardiner Lake Road,addr
3404417132,city,Louisville,addr
3404417132,housenumber,133,addr
3404417132,postcode,40205,addr
3404417132,state,KY,addr
3404417132,street,Gardiner Lake Road,addr
3404417133,city,Louisville,addr
3404417133,housenumber,134,addr
3404417133,postcode,40205,addr
3404417133,state,KY,addr
3404417133,street,Gardiner Lake Road,addr
3404417134,city,Louisville,addr
3404417134,housenumber,135,addr
3404417134,postcode,40205,addr
3404417134,state,KY,addr
3404417134,street,Gardiner Lake Road,addr
3404417135,city,Louisville,addr
3404417135,housenumber,136,addr
3404417135,postcode,40205,addr
3404417135,state,KY,addr
3404417135,street,Gardiner Lake Road,addr
3404417136,city,Louisville,addr
3404417136,housenumber,137,addr
3404417136,postcode,40205,addr
3404417136,state,KY,addr
3404417136,street,Gardiner Lake Road,addr
3404417137,city,Louisville,addr
3404417137,housenumber,138,addr
3404417137,postcode,40205,addr
3404417137,state,KY,addr
3404417137,street,Gardiner Lake Road,addr
3404417138,city,Louisville,addr
3404417138,housenumber,14,addr
3404417138,postcode,40205,addr
3404417138,state,KY,addr
3404417138,street,Gardiner Court,addr
3404417139,city,Louisville,addr
3404417139,housenumber,140,addr
3404417139,postcode,40205,addr
3404417139,state,KY,addr
3404417139,street,Gardiner Lake Road,addr
3404417140,city,Louisville,addr
3404417140,housenumber,142,addr
3404417140,postcode,40205,addr
3404417140,state,KY,addr
3404417140,street,Gardiner Lake Road,addr
3404417141,city,Louisville,addr
3404417141,housenumber,144,addr
3404417141,postcode,40205,addr
3404417141,state,KY,addr
3404417141,street,Gardiner Lake Road,addr
3404417142,city,Louisville,addr
3404417142,housenumber,145,addr
3404417142,postcode,40205,addr
3404417142,state,KY,addr
3404417142,street,Gardiner Lake Road,addr
3404417143,city,Louisville,addr
3404417143,housenumber,146,addr
3404417143,postcode,40205,addr
3404417143,state,KY,addr
3404417143,street,Gardiner Lake Road,addr
3404417144,city,Louisville,addr
3404417144,housenumber,147,addr
3404417144,postcode,40205,addr
3404417144,state,KY,addr
3404417144,street,Gardiner Lake Road,addr
3404417145,city,Louisville,addr
3404417145,housenumber,148,addr
3404417145,postcode,40205,addr
3404417145,state,KY,addr
3404417145,street,Gardiner Lake Road,addr
3404417146,city,Louisville,addr
3404417146,housenumber,149,addr
3404417146,postcode,40205,addr
3404417146,state,KY,addr
3404417146,street,Gardiner Lake Road,addr
3404417147,city,Louisville,addr
3404417147,housenumber,15,addr
3404417147,postcode,40205,addr
3404417147,state,KY,addr
3404417147,street,Gardiner Court,addr
3404417148,city,Louisville,addr
3404417148,housenumber,150,addr
3404417148,postcode,40205,addr
3404417148,state,KY,addr
3404417148,street,Gardiner Lake Road,addr
3404417149,city,Louisville,addr
3404417149,housenumber,151,addr
3404417149,postcode,40205,addr
3404417149,state,KY,addr
3404417149,street,Gardiner Lake Road,addr
3404417150,city,Louisville,addr
3404417150,housenumber,152,addr
3404417150,postcode,40205,addr
3404417150,state,KY,addr
3404417150,street,Gardiner Lake Road,addr
3404417151,city,Louisville,addr
3404417151,housenumber,153,addr
3404417151,postcode,40205,addr
3404417151,state,KY,addr
3404417151,street,Gardiner Lake Road,addr
3404417152,city,Louisville,addr
3404417152,housenumber,154,addr
3404417152,postcode,40205,addr
3404417152,state,KY,addr
3404417152,street,Gardiner Lake Road,addr
3404417153,city,Louisville,addr
3404417153,housenumber,155,addr
3404417153,postcode,40205,addr
3404417153,state,KY,addr
3404417153,street,Gardiner Lake Road,addr
3404417154,city,Louisville,addr
3404417154,housenumber,156,addr
3404417154,postcode,40205,addr
3404417154,state,KY,addr
3404417154,street,Gardiner Lake Road,addr
3404417155,city,Louisville,addr
3404417155,housenumber,157,addr
3404417155,postcode,40205,addr
3404417155,state,KY,addr
3404417155,street,Gardiner Lake Road,addr
3404417156,city,Louisville,addr
3404417156,housenumber,158,addr
3404417156,postcode,40205,addr
3404417156,state,KY,addr
3404417156,street,Gardiner Lake Road,addr
3404417157,city,Louisville,addr
3404417157,housenumber,159,addr
3404417157,postcode,40205,addr
3404417157,state,KY,addr
3404417157,street,Gardiner Lake Road,addr
3404417158,city,Louisville,addr
3404417158,housenumber,16,addr
3404417158,postcode,40205,addr
3404417158,state,KY,addr
3404417158,street,Gardiner Court,addr
3404417159,city,Louisville,addr
3404417159,housenumber,1600,addr
3404417159,postcode,40205,addr
3404417159,state,KY,addr
3404417159,street,Gardiner Lane,addr
3404417159,unit,219,addr
3404417160,city,Louisville,addr
3404417160,housenumber,1600,addr
3404417160,postcode,40205,addr
3404417160,state,KY,addr
3404417160,street,Gardiner Lane,addr
3404417160,unit,218,addr
3404417161,city,Louisville,addr
3404417161,housenumber,1600,addr
3404417161,postcode,40205,addr
3404417161,state,KY,addr
3404417161,street,Gardiner Lane,addr
3404417161,unit,217,addr
3404417162,city,Louisville,addr
3404417162,housenumber,1600,addr
3404417162,postcode,40205,addr
3404417162,state,KY,addr
3404417162,street,Gardiner Lane,addr
3404417162,unit,216,addr
3404417163,city,Louisville,addr
3404417163,housenumber,1600,addr
3404417163,postcode,40205,addr
3404417163,state,KY,addr
3404417163,street,Gardiner Lane,addr
3404417163,unit,215,addr
3404417164,city,Louisville,addr
3404417164,housenumber,1600,addr
3404417164,postcode,40205,addr
3404417164,state,KY,addr
3404417164,street,Gardiner Lane,addr
3404417164,unit,214,addr
3404417165,city,Louisville,addr
3404417165,housenumber,1600,addr
3404417165,postcode,40205,addr
3404417165,state,KY,addr
3404417165,street,Gardiner Lane,addr
3404417165,unit,213,addr
3404417166,city,Louisville,addr
3404417166,housenumber,1600,addr
3404417166,postcode,40205,addr
3404417166,state,KY,addr
3404417166,street,Gardiner Lane,addr
3404417166,unit,212,addr
3404417167,city,Louisville,addr
3404417167,housenumber,1600,addr
3404417167,postcode,40205,addr
3404417167,state,KY,addr
3404417167,street,Gardiner Lane,addr
3404417167,unit,211,addr
3404417168,city,Louisville,addr
3404417168,housenumber,1600,addr
3404417168,postcode,40205,addr
3404417168,state,KY,addr
3404417168,street,Gardiner Lane,addr
3404417168,unit,109,addr
3404417169,city,Louisville,addr
3404417169,housenumber,1600,addr
3404417169,postcode,40205,addr
3404417169,state,KY,addr
3404417169,street,Gardiner Lane,addr
3404417169,unit,210,addr
3404417170,city,Louisville,addr
3404417170,housenumber,1600,addr
3404417170,postcode,40205,addr
3404417170,state,KY,addr
3404417170,street,Gardiner Lane,addr
3404417170,unit,108,addr
3404417171,city,Louisville,addr
3404417171,housenumber,1600,addr
3404417171,postcode,40205,addr
3404417171,state,KY,addr
3404417171,street,Gardiner Lane,addr
3404417171,unit,209,addr
3404417172,city,Louisville,addr
3404417172,housenumber,1600,addr
3404417172,postcode,40205,addr
3404417172,state,KY,addr
3404417172,street,Gardiner Lane,addr
3404417172,unit,107,addr
3404417173,city,Louisville,addr
3404417173,housenumber,1600,addr
3404417173,postcode,40205,addr
3404417173,state,KY,addr
3404417173,street,Gardiner Lane,addr
3404417173,unit,208,addr
3404417174,city,Louisville,addr
3404417174,housenumber,1600,addr
3404417174,postcode,40205,addr
3404417174,state,KY,addr
3404417174,street,Gardiner Lane,addr
3404417174,unit,106,addr
3404417175,city,Louisville,addr
3404417175,housenumber,1600,addr
3404417175,postcode,40205,addr
3404417175,state,KY,addr
3404417175,street,Gardiner Lane,addr
3404417175,unit,119,addr
3404417176,city,Louisville,addr
3404417176,housenumber,1600,addr
3404417176,postcode,40205,addr
3404417176,state,KY,addr
3404417176,street,Gardiner Lane,addr
3404417176,unit,207,addr
3404417177,city,Louisville,addr
3404417177,housenumber,1600,addr
3404417177,postcode,40205,addr
3404417177,state,KY,addr
3404417177,street,Gardiner Lane,addr
3404417177,unit,105,addr
3404417178,city,Louisville,addr
3404417178,housenumber,1600,addr
3404417178,postcode,40205,addr
3404417178,state,KY,addr
3404417178,street,Gardiner Lane,addr
3404417178,unit,118,addr
3404417179,city,Louisville,addr
3404417179,housenumber,1600,addr
3404417179,postcode,40205,addr
3404417179,state,KY,addr
3404417179,street,Gardiner Lane,addr
3404417179,unit,206,addr
3404417180,city,Louisville,addr
3404417180,housenumber,1600,addr
3404417180,postcode,40205,addr
3404417180,state,KY,addr
3404417180,street,Gardiner Lane,addr
3404417180,unit,104,addr
3404417181,city,Louisville,addr
3404417181,housenumber,1600,addr
3404417181,postcode,40205,addr
3404417181,state,KY,addr
3404417181,street,Gardiner Lane,addr
3404417181,unit,117,addr
3404417182,city,Louisville,addr
3404417182,housenumber,1600,addr
3404417182,postcode,40205,addr
3404417182,state,KY,addr
3404417182,street,Gardiner Lane,addr
3404417182,unit,205,addr
3404417183,city,Louisville,addr
3404417183,housenumber,1600,addr
3404417183,postcode,40205,addr
3404417183,state,KY,addr
3404417183,street,Gardiner Lane,addr
3404417183,unit,103,addr
3404417184,city,Louisville,addr
3404417184,housenumber,1600,addr
3404417184,postcode,40205,addr
3404417184,state,KY,addr
3404417184,street,Gardiner Lane,addr
3404417184,unit,116,addr
3404417185,city,Louisville,addr
3404417185,housenumber,1600,addr
3404417185,postcode,40205,addr
3404417185,state,KY,addr
3404417185,street,Gardiner Lane,addr
3404417185,unit,204,addr
3404417186,city,Louisville,addr
3404417186,housenumber,1600,addr
3404417186,postcode,40205,addr
3404417186,state,KY,addr
3404417186,street,Gardiner Lane,addr
3404417186,unit,102,addr
3404417187,city,Louisville,addr
3404417187,housenumber,1600,addr
3404417187,postcode,40205,addr
3404417187,state,KY,addr
3404417187,street,Gardiner Lane,addr
3404417187,unit,115,addr
3404417188,city,Louisville,addr
3404417188,housenumber,1600,addr
3404417188,postcode,40205,addr
3404417188,state,KY,addr
3404417188,street,Gardiner Lane,addr
3404417188,unit,203,addr
3404417189,city,Louisville,addr
3404417189,housenumber,1600,addr
3404417189,postcode,40205,addr
3404417189,state,KY,addr
3404417189,street,Gardiner Lane,addr
3404417189,unit,101,addr
3404417190,city,Louisville,addr
3404417190,housenumber,1600,addr
3404417190,postcode,40205,addr
3404417190,state,KY,addr
3404417190,street,Gardiner Lane,addr
3404417190,unit,202,addr
3404417191,city,Louisville,addr
3404417191,housenumber,1600,addr
3404417191,postcode,40205,addr
3404417191,state,KY,addr
3404417191,street,Gardiner Lane,addr
3404417191,unit,114,addr
3404417192,city,Louisville,addr
3404417192,housenumber,1600,addr
3404417192,postcode,40205,addr
3404417192,state,KY,addr
3404417192,street,Gardiner Lane,addr
3404417192,unit,201,addr
3404417693,city,Louisville,addr
3404417693,housenumber,1600,addr
3404417693,postcode,40205,addr
3404417693,state,KY,addr
3404417693,street,Gardiner Lane,addr
3404417693,unit,113,addr
3404417694,city,Louisville,addr
3404417694,housenumber,1600,addr
3404417694,postcode,40205,addr
3404417694,state,KY,addr
3404417694,street,Gardiner Lane,addr
3404417694,unit,112,addr
3404417695,city,Louisville,addr
3404417695,housenumber,1600,addr
3404417695,postcode,40205,addr
3404417695,state,KY,addr
3404417695,street,Gardiner Lane,addr
3404417695,unit,111,addr
3404417696,city,Louisville,addr
3404417696,housenumber,1600,addr
3404417696,postcode,40205,addr
3404417696,state,KY,addr
3404417696,street,Gardiner Lane,addr
3404417696,unit,110,addr
3404417697,city,Louisville,addr
3404417697,housenumber,1600,addr
3404417697,postcode,40205,addr
3404417697,state,KY,addr
3404417697,street,Gardiner Lane,addr
3404417697,unit,100B,addr
3404417698,city,Louisville,addr
3404417698,housenumber,1600,addr
3404417698,postcode,40205,addr
3404417698,state,KY,addr
3404417698,street,Gardiner Lane,addr
3404417698,unit,100A,addr
3404417699,city,Louisville,addr
3404417699,housenumber,1602,addr
3404417699,postcode,40205,addr
3404417699,state,KY,addr
3404417699,street,Gardiner Lane,addr
3404417699,unit,235,addr
3404417700,city,Louisville,addr
3404417700,housenumber,1602,addr
3404417700,postcode,40205,addr
3404417700,state,KY,addr
3404417700,street,Gardiner Lane,addr
3404417700,unit,234,addr
3404417701,city,Louisville,addr
3404417701,housenumber,1602,addr
3404417701,postcode,40205,addr
3404417701,state,KY,addr
3404417701,street,Gardiner Lane,addr
3404417701,unit,233,addr
3404417702,city,Louisville,addr
3404417702,housenumber,1602,addr
3404417702,postcode,40205,addr
3404417702,state,KY,addr
3404417702,street,Gardiner Lane,addr
3404417702,unit,232,addr
3404417703,city,Louisville,addr
3404417703,housenumber,1602,addr
3404417703,postcode,40205,addr
3404417703,state,KY,addr
3404417703,street,Gardiner Lane,addr
3404417703,unit,128,addr
3404417704,city,Louisville,addr
3404417704,housenumber,1602,addr
3404417704,postcode,40205,addr
3404417704,state,KY,addr
3404417704,street,Gardiner Lane,addr
3404417704,unit,231,addr
3404417705,city,Louisville,addr
3404417705,housenumber,1602,addr
3404417705,postcode,40205,addr
3404417705,state,KY,addr
3404417705,street,Gardiner Lane,addr
3404417705,unit,127,addr
3404417706,city,Louisville,addr
3404417706,housenumber,1602,addr
3404417706,postcode,40205,addr
3404417706,state,KY,addr
3404417706,street,Gardiner Lane,addr
3404417706,unit,230,addr
3404417707,city,Louisville,addr
3404417707,housenumber,1602,addr
3404417707,postcode,40205,addr
3404417707,state,KY,addr
3404417707,street,Gardiner Lane,addr
3404417707,unit,126,addr
3404417708,city,Louisville,addr
3404417708,housenumber,1602,addr
3404417708,postcode,40205,addr
3404417708,state,KY,addr
3404417708,street,Gardiner Lane,addr
3404417708,unit,228,addr
3404417709,city,Louisville,addr
3404417709,housenumber,1602,addr
3404417709,postcode,40205,addr
3404417709,state,KY,addr
3404417709,street,Gardiner Lane,addr
3404417709,unit,125,addr
3404417710,city,Louisville,addr
3404417710,housenumber,1602,addr
3404417710,postcode,40205,addr
3404417710,state,KY,addr
3404417710,street,Gardiner Lane,addr
3404417710,unit,227,addr
3404417711,city,Louisville,addr
3404417711,housenumber,1602,addr
3404417711,postcode,40205,addr
3404417711,state,KY,addr
3404417711,street,Gardiner Lane,addr
3404417711,unit,124,addr
3404417712,city,Louisville,addr
3404417712,housenumber,1602,addr
3404417712,postcode,40205,addr
3404417712,state,KY,addr
3404417712,street,Gardiner Lane,addr
3404417712,unit,226,addr
3404417713,city,Louisville,addr
3404417713,housenumber,1602,addr
3404417713,postcode,40205,addr
3404417713,state,KY,addr
3404417713,street,Gardiner Lane,addr
3404417713,unit,136,addr
3404417714,city,Louisville,addr
3404417714,housenumber,1602,addr
3404417714,postcode,40205,addr
3404417714,state,KY,addr
3404417714,street,Gardiner Lane,addr
3404417714,unit,123,addr
3404417715,city,Louisville,addr
3404417715,housenumber,1602,addr
3404417715,postcode,40205,addr
3404417715,state,KY,addr
3404417715,street,Gardiner Lane,addr
3404417715,unit,225,addr
3404417716,city,Louisville,addr
3404417716,housenumber,1602,addr
3404417716,postcode,40205,addr
3404417716,state,KY,addr
3404417716,street,Gardiner Lane,addr
3404417716,unit,135,addr
3404417717,city,Louisville,addr
3404417717,housenumber,1602,addr
3404417717,postcode,40205,addr
3404417717,state,KY,addr
3404417717,street,Gardiner Lane,addr
3404417717,unit,122,addr
3404417718,city,Louisville,addr
3404417718,housenumber,1602,addr
3404417718,postcode,40205,addr
3404417718,state,KY,addr
3404417718,street,Gardiner Lane,addr
3404417718,unit,224,addr
3404417719,city,Louisville,addr
3404417719,housenumber,1602,addr
3404417719,postcode,40205,addr
3404417719,state,KY,addr
3404417719,street,Gardiner Lane,addr
3404417719,unit,134,addr
3404417720,city,Louisville,addr
3404417720,housenumber,1602,addr
3404417720,postcode,40205,addr
3404417720,state,KY,addr
3404417720,street,Gardiner Lane,addr
3404417720,unit,121,addr
3404417721,city,Louisville,addr
3404417721,housenumber,1602,addr
3404417721,postcode,40205,addr
3404417721,state,KY,addr
3404417721,street,Gardiner Lane,addr
3404417721,unit,223,addr
3404417722,city,Louisville,addr
3404417722,housenumber,1602,addr
3404417722,postcode,40205,addr
3404417722,state,KY,addr
3404417722,street,Gardiner Lane,addr
3404417722,unit,133,addr
3404417723,city,Louisville,addr
3404417723,housenumber,1602,addr
3404417723,postcode,40205,addr
3404417723,state,KY,addr
3404417723,street,Gardiner Lane,addr
3404417723,unit,120,addr
3404417724,city,Louisville,addr
3404417724,housenumber,1602,addr
3404417724,postcode,40205,addr
3404417724,state,KY,addr
3404417724,street,Gardiner Lane,addr
3404417724,unit,222,addr
3404417725,city,Louisville,addr
3404417725,housenumber,1602,addr
3404417725,postcode,40205,addr
3404417725,state,KY,addr
3404417725,street,Gardiner Lane,addr
3404417725,unit,132,addr
3404417726,city,Louisville,addr
3404417726,housenumber,1602,addr
3404417726,postcode,40205,addr
3404417726,state,KY,addr
3404417726,street,Gardiner Lane,addr
3404417726,unit,221,addr
3404417727,city,Louisville,addr
3404417727,housenumber,1602,addr
3404417727,postcode,40205,addr
3404417727,state,KY,addr
3404417727,street,Gardiner Lane,addr
3404417727,unit,131,addr
3404417728,city,Louisville,addr
3404417728,housenumber,1602,addr
3404417728,postcode,40205,addr
3404417728,state,KY,addr
3404417728,street,Gardiner Lane,addr
3404417728,unit,220,addr
3404417729,city,Louisville,addr
3404417729,housenumber,1602,addr
3404417729,postcode,40205,addr
3404417729,state,KY,addr
3404417729,street,Gardiner Lane,addr
3404417729,unit,130,addr
3404417730,city,Louisville,addr
3404417730,housenumber,1602,addr
3404417730,postcode,40205,addr
3404417730,state,KY,addr
3404417730,street,Gardiner Lane,addr
3404417730,unit,229,addr
3404417731,city,Louisville,addr
3404417731,housenumber,1602,addr
3404417731,postcode,40205,addr
3404417731,state,KY,addr
3404417731,street,Gardiner Lane,addr
3404417731,unit,129,addr
3404417732,city,Louisville,addr
3404417732,housenumber,1606,addr
3404417732,postcode,40205,addr
3404417732,state,KY,addr
3404417732,street,Sylvan Way,addr
3404417733,city,Louisville,addr
3404417733,housenumber,161,addr
3404417733,postcode,40205,addr
3404417733,state,KY,addr
3404417733,street,Gardiner Lake Road,addr
3404417734,city,Louisville,addr
3404417734,housenumber,1612,addr
3404417734,postcode,40205,addr
3404417734,state,KY,addr
3404417734,street,Gardiner Lane,addr
3404417734,unit,221,addr
3404417735,city,Louisville,addr
3404417735,housenumber,1612,addr
3404417735,postcode,40205,addr
3404417735,state,KY,addr
3404417735,street,Gardiner Lane,addr
3404417735,unit,121,addr
3404417736,city,Louisville,addr
3404417736,housenumber,1612,addr
3404417736,postcode,40205,addr
3404417736,state,KY,addr
3404417736,street,Gardiner Lane,addr
3404417736,unit,220,addr
3404417737,city,Louisville,addr
3404417737,housenumber,1612,addr
3404417737,postcode,40205,addr
3404417737,state,KY,addr
3404417737,street,Gardiner Lane,addr
3404417737,unit,219,addr
3404417738,city,Louisville,addr
3404417738,housenumber,1612,addr
3404417738,postcode,40205,addr
3404417738,state,KY,addr
3404417738,street,Gardiner Lane,addr
3404417738,unit,120,addr
3404417739,city,Louisville,addr
3404417739,housenumber,1612,addr
3404417739,postcode,40205,addr
3404417739,state,KY,addr
3404417739,street,Gardiner Lane,addr
3404417739,unit,218,addr
3404417740,city,Louisville,addr
3404417740,housenumber,1612,addr
3404417740,postcode,40205,addr
3404417740,state,KY,addr
3404417740,street,Gardiner Lane,addr
3404417740,unit,119,addr
3404417741,city,Louisville,addr
3404417741,housenumber,1612,addr
3404417741,postcode,40205,addr
3404417741,state,KY,addr
3404417741,street,Gardiner Lane,addr
3404417741,unit,217,addr
3404417742,city,Louisville,addr
3404417742,housenumber,1612,addr
3404417742,postcode,40205,addr
3404417742,state,KY,addr
3404417742,street,Gardiner Lane,addr
3404417742,unit,118,addr
3404417743,city,Louisville,addr
3404417743,housenumber,1612,addr
3404417743,postcode,40205,addr
3404417743,state,KY,addr
3404417743,street,Gardiner Lane,addr
3404417743,unit,216,addr
3404417744,city,Louisville,addr
3404417744,housenumber,1612,addr
3404417744,postcode,40205,addr
3404417744,state,KY,addr
3404417744,street,Gardiner Lane,addr
3404417744,unit,117,addr
3404417745,city,Louisville,addr
3404417745,housenumber,1612,addr
3404417745,postcode,40205,addr
3404417745,state,KY,addr
3404417745,street,Gardiner Lane,addr
3404417745,unit,215,addr
3404417746,city,Louisville,addr
3404417746,housenumber,1612,addr
3404417746,postcode,40205,addr
3404417746,state,KY,addr
3404417746,street,Gardiner Lane,addr
3404417746,unit,116,addr
3404417747,city,Louisville,addr
3404417747,housenumber,1612,addr
3404417747,postcode,40205,addr
3404417747,state,KY,addr
3404417747,street,Gardiner Lane,addr
3404417747,unit,214,addr
3404417748,city,Louisville,addr
3404417748,housenumber,1612,addr
3404417748,postcode,40205,addr
3404417748,state,KY,addr
3404417748,street,Gardiner Lane,addr
3404417748,unit,115,addr
3404417749,city,Louisville,addr
3404417749,housenumber,1612,addr
3404417749,postcode,40205,addr
3404417749,state,KY,addr
3404417749,street,Gardiner Lane,addr
3404417749,unit,213,addr
3404417750,city,Louisville,addr
3404417750,housenumber,1612,addr
3404417750,postcode,40205,addr
3404417750,state,KY,addr
3404417750,street,Gardiner Lane,addr
3404417750,unit,114,addr
3404417751,city,Louisville,addr
3404417751,housenumber,1612,addr
3404417751,postcode,40205,addr
3404417751,state,KY,addr
3404417751,street,Gardiner Lane,addr
3404417751,unit,212,addr
3404417752,city,Louisville,addr
3404417752,housenumber,1612,addr
3404417752,postcode,40205,addr
3404417752,state,KY,addr
3404417752,street,Gardiner Lane,addr
3404417752,unit,113,addr
3404417753,city,Louisville,addr
3404417753,housenumber,1612,addr
3404417753,postcode,40205,addr
3404417753,state,KY,addr
3404417753,street,Gardiner Lane,addr
3404417753,unit,211,addr
3404417754,city,Louisville,addr
3404417754,housenumber,1612,addr
3404417754,postcode,40205,addr
3404417754,state,KY,addr
3404417754,street,Gardiner Lane,addr
3404417754,unit,112,addr
3404417755,city,Louisville,addr
3404417755,housenumber,1612,addr
3404417755,postcode,40205,addr
3404417755,state,KY,addr
3404417755,street,Gardiner Lane,addr
3404417755,unit,210,addr
3404417756,city,Louisville,addr
3404417756,housenumber,1612,addr
3404417756,postcode,40205,addr
3404417756,state,KY,addr
3404417756,street,Gardiner Lane,addr
3404417756,unit,111,addr
3404417757,city,Louisville,addr
3404417757,housenumber,1612,addr
3404417757,postcode,40205,addr
3404417757,state,KY,addr
3404417757,street,Gardiner Lane,addr
3404417757,unit,209,addr
3404417758,city,Louisville,addr
3404417758,housenumber,1612,addr
3404417758,postcode,40205,addr
3404417758,state,KY,addr
3404417758,street,Gardiner Lane,addr
3404417758,unit,110,addr
3404417759,city,Louisville,addr
3404417759,housenumber,1612,addr
3404417759,postcode,40205,addr
3404417759,state,KY,addr
3404417759,street,Gardiner Lane,addr
3404417759,unit,109,addr
3404417760,city,Louisville,addr
3404417760,housenumber,1612,addr
3404417760,postcode,40205,addr
3404417760,state,KY,addr
3404417760,street,Gardiner Lane,addr
3404417760,unit,208,addr
3404417761,city,Louisville,addr
3404417761,housenumber,1612,addr
3404417761,postcode,40205,addr
3404417761,state,KY,addr
3404417761,street,Gardiner Lane,addr
3404417761,unit,108,addr
3404417762,city,Louisville,addr
3404417762,housenumber,1612,addr
3404417762,postcode,40205,addr
3404417762,state,KY,addr
3404417762,street,Gardiner Lane,addr
3404417762,unit,207,addr
3404417763,city,Louisville,addr
3404417763,housenumber,1612,addr
3404417763,postcode,40205,addr
3404417763,state,KY,addr
3404417763,street,Gardiner Lane,addr
3404417763,unit,206,addr
3404417764,city,Louisville,addr
3404417764,housenumber,1612,addr
3404417764,postcode,40205,addr
3404417764,state,KY,addr
3404417764,street,Gardiner Lane,addr
3404417764,unit,107,addr
3404417765,city,Louisville,addr
3404417765,housenumber,1612,addr
3404417765,postcode,40205,addr
3404417765,state,KY,addr
3404417765,street,Gardiner Lane,addr
3404417765,unit,205,addr
3404417766,city,Louisville,addr
3404417766,housenumber,1612,addr
3404417766,postcode,40205,addr
3404417766,state,KY,addr
3404417766,street,Gardiner Lane,addr
3404417766,unit,106,addr
3404417767,city,Louisville,addr
3404417767,housenumber,1612,addr
3404417767,postcode,40205,addr
3404417767,state,KY,addr
3404417767,street,Gardiner Lane,addr
3404417767,unit,204,addr
3404417768,city,Louisville,addr
3404417768,housenumber,1612,addr
3404417768,postcode,40205,addr
3404417768,state,KY,addr
3404417768,street,Gardiner Lane,addr
3404417768,unit,105,addr
3404417769,city,Louisville,addr
3404417769,housenumber,1612,addr
3404417769,postcode,40205,addr
3404417769,state,KY,addr
3404417769,street,Gardiner Lane,addr
3404417769,unit,203,addr
3404417770,city,Louisville,addr
3404417770,housenumber,1612,addr
3404417770,postcode,40205,addr
3404417770,state,KY,addr
3404417770,street,Gardiner Lane,addr
3404417770,unit,104,addr
3404417771,city,Louisville,addr
3404417771,housenumber,1612,addr
3404417771,postcode,40205,addr
3404417771,state,KY,addr
3404417771,street,Gardiner Lane,addr
3404417771,unit,202,addr
3404417772,city,Louisville,addr
3404417772,housenumber,1612,addr
3404417772,postcode,40205,addr
3404417772,state,KY,addr
3404417772,street,Gardiner Lane,addr
3404417772,unit,103,addr
3404417773,city,Louisville,addr
3404417773,housenumber,1612,addr
3404417773,postcode,40205,addr
3404417773,state,KY,addr
3404417773,street,Gardiner Lane,addr
3404417773,unit,201,addr
3404417774,city,Louisville,addr
3404417774,housenumber,1612,addr
3404417774,postcode,40205,addr
3404417774,state,KY,addr
3404417774,street,Gardiner Lane,addr
3404417774,unit,102,addr
3404417775,city,Louisville,addr
3404417775,housenumber,1612,addr
3404417775,postcode,40205,addr
3404417775,state,KY,addr
3404417775,street,Gardiner Lane,addr
3404417775,unit,101,addr
3404417776,city,Louisville,addr
3404417776,housenumber,1616,addr
3404417776,postcode,40205,addr
3404417776,state,KY,addr
3404417776,street,Gardiner Lane,addr
3404417776,unit,112,addr
3404417777,city,Louisville,addr
3404417777,housenumber,1616,addr
3404417777,postcode,40205,addr
